01 02 03 04 05 06
04 05 06 09 10 13
01 02 03 04 11 13
06 07 08 09 11 13
01 02 03 05 11 13
01 02 03 06 11 13
01 07 08 09 11 13
02 07 08 09 11 13
03 07 08 09 11 13
04 05 06 07 11 13
04 05 06 08 11 13
04 05 06 09 11 13
01 02 03 10 11 13
01 02 04 10 11 13
01 02 05 10 11 13
01 06 07 10 11 13
03 04 05 10 11 13
06 08 09 10 11 13
07 08 09 10 11 13
01 02 03 04 12 13
06 07 08 09 12 13
01 02 03 05 12 13
01 02 03 06 12 13
01 07 08 09 12 13
02 07 08 09 12 13
03 07 08 09 12 13
04 05 06 07 12 13
04 05 06 08 12 13
04 05 06 09 12 13
01 02 03 10 12 13
01 02 04 10 12 13
01 02 05 10 12 13
01 06 07 10 12 13
03 04 05 10 12 13
06 08 09 10 12 13
07 08 09 10 12 13
01 02 03 11 12 13
08 09 10 11 12 13
01 02 04 11 12 13
01 02 05 11 12 13
03 04 05 11 12 13
06 07 08 11 12 13
06 07 09 11 12 13
06 07 10 11 12 13
01 02 03 04 05 14
05 06 07 08 09 14
01 02 03 04 06 14
01 02 03 05 06 14
01 02 07 08 09 14
01 03 07 08 09 14
02 03 07 08 09 14
04 05 06 07 08 14
04 05 06 07 09 14
04 05 06 08 09 14
01 02 03 04 10 14
06 07 08 09 10 14
01 02 03 05 10 14
01 02 03 06 10 14
01 07 08 09 10 14
02 07 08 09 10 14
03 07 08 09 10 14
04 05 06 07 10 14
04 05 06 08 10 14
04 05 06 09 10 14
01 02 03 04 11 14
06 07 08 09 11 14
01 02 03 05 11 14
01 02 03 06 11 14
01 07 08 09 11 14
02 07 08 09 11 14
03 07 08 09 11 14
04 05 06 07 11 14
04 05 06 08 11 14
04 05 06 09 11 14
01 02 03 10 11 14
01 02 04 10 11 14
01 02 05 10 11 14
01 06 07 10 11 14
03 04 05 10 11 14
06 08 09 10 11 14
07 08 09 10 11 14
01 02 03 04 12 14
06 07 08 09 12 14
01 02 03 05 12 14
01 02 03 06 12 14
01 07 08 09 12 14
02 07 08 09 12 14
03 07 08 09 12 14
04 05 06 07 12 14
04 05 06 08 12 14
04 05 06 09 12 14
01 02 03 10 12 14
01 02 04 10 12 14
01 02 05 10 12 14
01 06 07 10 12 14
03 04 05 10 12 14
06 08 09 10 12 14
07 08 09 10 12 14
01 02 03 11 12 14
08 09 10 11 12 14
01 02 04 11 12 14
01 02 05 11 12 14
03 04 05 11 12 14
06 07 08 11 12 14
06 07 09 11 12 14
06 07 10 11 12 14
01 02 03 04 13 14
06 07 08 09 13 14
01 02 03 05 13 14
01 02 03 06 13 14
01 07 08 09 13 14
02 07 08 09 13 14
03 07 08 09 13 14
04 05 06 07 13 14
04 05 06 08 13 14
04 05 06 09 13 14
01 02 03 10 13 14
01 02 04 10 13 14
01 02 05 10 13 14
01 06 07 10 13 14
03 04 05 10 13 14
06 08 09 10 13 14
07 08 09 10 13 14
01 02 03 11 13 14
08 09 10 11 13 14
01 02 04 11 13 14
01 02 05 11 13 14
03 04 05 11 13 14
06 07 08 11 13 14
06 07 09 11 13 14
06 07 10 11 13 14
01 02 03 12 13 14
08 09 10 12 13 14
01 02 04 12 13 14
01 02 05 12 13 14
03 04 05 12 13 14
06 07 08 12 13 14
06 07 09 12 13 14
06 07 10 12 13 14
01 02 11 12 13 14
03 04 11 12 13 14
05 06 11 12 13 14
07 08 11 12 13 14
09 10 11 12 13 14
01 02 03 04 05 15
05 06 07 08 09 15
01 02 03 04 06 15
01 02 03 05 06 15
01 02 07 08 09 15
01 03 07 08 09 15
02 03 07 08 09 15
04 05 06 07 08 15
04 05 06 07 09 15
04 05 06 08 09 15
01 02 03 04 10 15
06 07 08 09 10 15
01 02 03 05 10 15
01 02 03 06 10 15
01 07 08 09 10 15
02 07 08 09 10 15
03 07 08 09 10 15
04 05 06 07 10 15
04 05 06 08 10 15
04 05 06 09 10 15
01 02 03 04 11 15
06 07 08 09 11 15
01 02 03 05 11 15
01 02 03 06 11 15
01 07 08 09 11 15
02 07 08 09 11 15
03 07 08 09 11 15
04 05 06 07 11 15
04 05 06 08 11 15
04 05 06 09 11 15
01 02 03 10 11 15
01 02 04 10 11 15
01 02 05 10 11 15
01 06 07 10 11 15
03 04 05 10 11 15
06 08 09 10 11 15
07 08 09 10 11 15
01 02 03 04 12 15
06 07 08 09 12 15
01 02 03 05 12 15
01 02 03 06 12 15
01 07 08 09 12 15
02 07 08 09 12 15
03 07 08 09 12 15
04 05 06 07 12 15
04 05 06 08 12 15
04 05 06 09 12 15
01 02 03 10 12 15
01 02 04 10 12 15
01 02 05 10 12 15
01 06 07 10 12 15
03 04 05 10 12 15
06 08 09 10 12 15
07 08 09 10 12 15
01 02 03 11 12 15
08 09 10 11 12 15
01 02 04 11 12 15
01 02 05 11 12 15
03 04 05 11 12 15
06 07 08 11 12 15
06 07 09 11 12 15
06 07 10 11 12 15
01 02 03 04 13 15
06 07 08 09 13 15
01 02 03 05 13 15
01 02 03 06 13 15
01 07 08 09 13 15
02 07 08 09 13 15
03 07 08 09 13 15
04 05 06 07 13 15
04 05 06 08 13 15
04 05 06 09 13 15
01 02 03 10 13 15
01 02 04 10 13 15
01 02 05 10 13 15
01 06 07 10 13 15
03 04 05 10 13 15
06 08 09 10 13 15
07 08 09 10 13 15
01 02 03 11 13 15
08 09 10 11 13 15
01 02 04 11 13 15
01 02 05 11 13 15
03 04 05 11 13 15
06 07 08 11 13 15
06 07 09 11 13 15
06 07 10 11 13 15
01 02 03 12 13 15
08 09 10 12 13 15
01 02 04 12 13 15
01 02 05 12 13 15
03 04 05 12 13 15
06 07 08 12 13 15
06 07 09 12 13 15
06 07 10 12 13 15
01 02 11 12 13 15
03 04 11 12 13 15
05 06 11 12 13 15
07 08 11 12 13 15
09 10 11 12 13 15
01 02 03 04 14 15
06 07 08 09 14 15
01 02 03 05 14 15
01 02 03 06 14 15
01 07 08 09 14 15
02 07 08 09 14 15
03 07 08 09 14 15
04 05 06 07 14 15
04 05 06 08 14 15
04 05 06 09 14 15
01 02 03 10 14 15
01 02 04 10 14 15
01 02 05 10 14 15
01 06 07 10 14 15
03 04 05 10 14 15
06 08 09 10 14 15
07 08 09 10 14 15
01 02 03 11 14 15
08 09 10 11 14 15
01 02 04 11 14 15
01 02 05 11 14 15
03 04 05 11 14 15
06 07 08 11 14 15
06 07 09 11 14 15
06 07 10 11 14 15
01 02 03 12 14 15
08 09 10 12 14 15
01 02 04 12 14 15
01 02 05 12 14 15
03 04 05 12 14 15
06 07 08 12 14 15
06 07 09 12 14 15
06 07 10 12 14 15
01 02 11 12 14 15
03 04 11 12 14 15
05 06 11 12 14 15
07 08 11 12 14 15
09 10 11 12 14 15
01 02 03 13 14 15
08 09 10 13 14 15
01 02 04 13 14 15
01 02 05 13 14 15
03 04 05 13 14 15
06 07 08 13 14 15
06 07 09 13 14 15
06 07 10 13 14 15
01 02 11 13 14 15
03 04 11 13 14 15
05 06 11 13 14 15
07 08 11 13 14 15
09 10 11 13 14 15
01 02 12 13 14 15
03 04 12 13 14 15
05 06 12 13 14 15
07 08 12 13 14 15
09 10 12 13 14 15
01 11 12 13 14 15
01 02 03 04 05 16
05 06 07 08 09 16
01 02 03 04 06 16
01 02 03 05 06 16
01 02 07 08 09 16
01 03 07 08 09 16
02 03 07 08 09 16
04 05 06 07 08 16
04 05 06 07 09 16
04 05 06 08 09 16
01 02 03 04 10 16
06 07 08 09 10 16
01 02 03 05 10 16
01 02 03 06 10 16
01 07 08 09 10 16
02 07 08 09 10 16
03 07 08 09 10 16
04 05 06 07 10 16
04 05 06 08 10 16
04 05 06 09 10 16
01 02 03 04 11 16
06 07 08 09 11 16
01 02 03 05 11 16
01 02 03 06 11 16
01 07 08 09 11 16
02 07 08 09 11 16
03 07 08 09 11 16
04 05 06 07 11 16
04 05 06 08 11 16
04 05 06 09 11 16
01 02 03 10 11 16
01 02 04 10 11 16
01 02 05 10 11 16
01 06 07 10 11 16
03 04 05 10 11 16
06 08 09 10 11 16
07 08 09 10 11 16
01 02 03 04 12 16
06 07 08 09 12 16
01 02 03 05 12 16
01 02 03 06 12 16
01 07 08 09 12 16
02 07 08 09 12 16
03 07 08 09 12 16
04 05 06 07 12 16
04 05 06 08 12 16
04 05 06 09 12 16
01 02 03 10 12 16
01 02 04 10 12 16
01 02 05 10 12 16
01 06 07 10 12 16
03 04 05 10 12 16
06 08 09 10 12 16
07 08 09 10 12 16
01 02 03 11 12 16
08 09 10 11 12 16
01 02 04 11 12 16
01 02 05 11 12 16
03 04 05 11 12 16
06 07 08 11 12 16
06 07 09 11 12 16
06 07 10 11 12 16
01 02 03 04 13 16
06 07 08 09 13 16
01 02 03 05 13 16
01 02 03 06 13 16
01 07 08 09 13 16
02 07 08 09 13 16
03 07 08 09 13 16
04 05 06 07 13 16
04 05 06 08 13 16
04 05 06 09 13 16
01 02 03 10 13 16
01 02 04 10 13 16
01 02 05 10 13 16
01 06 07 10 13 16
03 04 05 10 13 16
06 08 09 10 13 16
07 08 09 10 13 16
01 02 03 11 13 16
08 09 10 11 13 16
01 02 04 11 13 16
01 02 05 11 13 16
03 04 05 11 13 16
06 07 08 11 13 16
06 07 09 11 13 16
06 07 10 11 13 16
01 02 03 12 13 16
08 09 10 12 13 16
01 02 04 12 13 16
01 02 05 12 13 16
03 04 05 12 13 16
06 07 08 12 13 16
06 07 09 12 13 16
06 07 10 12 13 16
01 02 11 12 13 16
03 04 11 12 13 16
05 06 11 12 13 16
07 08 11 12 13 16
09 10 11 12 13 16
01 02 03 04 14 16
06 07 08 09 14 16
01 02 03 05 14 16
01 02 03 06 14 16
01 07 08 09 14 16
02 07 08 09 14 16
03 07 08 09 14 16
04 05 06 07 14 16
04 05 06 08 14 16
04 05 06 09 14 16
01 02 03 10 14 16
01 02 04 10 14 16
01 02 05 10 14 16
01 06 07 10 14 16
03 04 05 10 14 16
06 08 09 10 14 16
07 08 09 10 14 16
01 02 03 11 14 16
08 09 10 11 14 16
01 02 04 11 14 16
01 02 05 11 14 16
03 04 05 11 14 16
06 07 08 11 14 16
06 07 09 11 14 16
06 07 10 11 14 16
01 02 03 12 14 16
08 09 10 12 14 16
01 02 04 12 14 16
01 02 05 12 14 16
03 04 05 12 14 16
06 07 08 12 14 16
06 07 09 12 14 16
06 07 10 12 14 16
01 02 11 12 14 16
03 04 11 12 14 16
05 06 11 12 14 16
07 08 11 12 14 16
09 10 11 12 14 16
01 02 03 13 14 16
08 09 10 13 14 16
01 02 04 13 14 16
01 02 05 13 14 16
03 04 05 13 14 16
06 07 08 13 14 16
06 07 09 13 14 16
06 07 10 13 14 16
01 02 11 13 14 16
03 04 11 13 14 16
05 06 11 13 14 16
07 08 11 13 14 16
09 10 11 13 14 16
01 02 12 13 14 16
03 04 12 13 14 16
05 06 12 13 14 16
07 08 12 13 14 16
09 10 12 13 14 16
01 11 12 13 14 16
01 02 03 04 15 16
06 07 08 09 15 16
01 02 03 05 15 16
01 02 03 06 15 16
01 07 08 09 15 16
02 07 08 09 15 16
03 07 08 09 15 16
04 05 06 07 15 16
04 05 06 08 15 16
04 05 06 09 15 16
01 02 03 10 15 16
01 02 04 10 15 16
01 02 05 10 15 16
01 06 07 10 15 16
03 04 05 10 15 16
06 08 09 10 15 16
07 08 09 10 15 16
01 02 03 11 15 16
08 09 10 11 15 16
01 02 04 11 15 16
01 02 05 11 15 16
03 04 05 11 15 16
06 07 08 11 15 16
06 07 09 11 15 16
06 07 10 11 15 16
01 02 03 12 15 16
08 09 10 12 15 16
01 02 04 12 15 16
01 02 05 12 15 16
03 04 05 12 15 16
06 07 08 12 15 16
06 07 09 12 15 16
06 07 10 12 15 16
01 02 11 12 15 16
03 04 11 12 15 16
05 06 11 12 15 16
07 08 11 12 15 16
09 10 11 12 15 16
01 02 03 13 15 16
08 09 10 13 15 16
01 02 04 13 15 16
01 02 05 13 15 16
03 04 05 13 15 16
06 07 08 13 15 16
06 07 09 13 15 16
06 07 10 13 15 16
01 02 11 13 15 16
03 04 11 13 15 16
05 06 11 13 15 16
07 08 11 13 15 16
09 10 11 13 15 16
01 02 12 13 15 16
03 04 12 13 15 16
05 06 12 13 15 16
07 08 12 13 15 16
09 10 12 13 15 16
01 11 12 13 15 16
01 02 03 14 15 16
08 09 10 14 15 16
01 02 04 14 15 16
01 02 05 14 15 16
03 04 05 14 15 16
06 07 08 14 15 16
06 07 09 14 15 16
06 07 10 14 15 16
01 02 11 14 15 16
03 04 11 14 15 16
05 06 11 14 15 16
07 08 11 14 15 16
09 10 11 14 15 16
01 02 12 14 15 16
03 04 12 14 15 16
05 06 12 14 15 16
07 08 12 14 15 16
09 10 12 14 15 16
01 11 12 14 15 16
01 02 13 14 15 16
03 04 13 14 15 16
05 06 13 14 15 16
07 08 13 14 15 16
09 10 13 14 15 16
11 12 13 14 15 16
01 02 03 04 05 17
05 06 07 08 09 17
01 02 03 04 06 17
01 02 03 05 06 17
01 02 07 08 09 17
01 03 07 08 09 17
02 03 07 08 09 17
04 05 06 07 08 17
04 05 06 07 09 17
04 05 06 08 09 17
01 02 03 04 10 17
06 07 08 09 10 17
01 02 03 05 10 17
01 02 03 06 10 17
01 07 08 09 10 17
02 07 08 09 10 17
03 07 08 09 10 17
04 05 06 07 10 17
04 05 06 08 10 17
04 05 06 09 10 17
01 02 03 04 11 17
06 07 08 09 11 17
01 02 03 05 11 17
01 02 03 06 11 17
01 07 08 09 11 17
02 07 08 09 11 17
03 07 08 09 11 17
04 05 06 07 11 17
04 05 06 08 11 17
04 05 06 09 11 17
01 02 03 10 11 17
01 02 04 10 11 17
01 02 05 10 11 17
01 06 07 10 11 17
03 04 05 10 11 17
06 08 09 10 11 17
07 08 09 10 11 17
01 02 03 04 12 17
06 07 08 09 12 17
01 02 03 05 12 17
01 02 03 06 12 17
01 07 08 09 12 17
02 07 08 09 12 17
03 07 08 09 12 17
04 05 06 07 12 17
04 05 06 08 12 17
04 05 06 09 12 17
01 02 03 10 12 17
01 02 04 10 12 17
01 02 05 10 12 17
01 06 07 10 12 17
03 04 05 10 12 17
06 08 09 10 12 17
07 08 09 10 12 17
01 02 03 11 12 17
08 09 10 11 12 17
01 02 04 11 12 17
01 02 05 11 12 17
03 04 05 11 12 17
06 07 08 11 12 17
06 07 09 11 12 17
06 07 10 11 12 17
01 02 03 04 13 17
06 07 08 09 13 17
01 02 03 05 13 17
01 02 03 06 13 17
01 07 08 09 13 17
02 07 08 09 13 17
03 07 08 09 13 17
04 05 06 07 13 17
04 05 06 08 13 17
04 05 06 09 13 17
01 02 03 10 13 17
01 02 04 10 13 17
01 02 05 10 13 17
01 06 07 10 13 17
03 04 05 10 13 17
06 08 09 10 13 17
07 08 09 10 13 17
01 02 03 11 13 17
08 09 10 11 13 17
01 02 04 11 13 17
01 02 05 11 13 17
03 04 05 11 13 17
06 07 08 11 13 17
06 07 09 11 13 17
06 07 10 11 13 17
01 02 03 12 13 17
08 09 10 12 13 17
01 02 04 12 13 17
01 02 05 12 13 17
03 04 05 12 13 17
06 07 08 12 13 17
06 07 09 12 13 17
06 07 10 12 13 17
01 02 11 12 13 17
03 04 11 12 13 17
05 06 11 12 13 17
07 08 11 12 13 17
09 10 11 12 13 17
01 02 03 04 14 17
06 07 08 09 14 17
01 02 03 05 14 17
01 02 03 06 14 17
01 07 08 09 14 17
02 07 08 09 14 17
03 07 08 09 14 17
04 05 06 07 14 17
04 05 06 08 14 17
04 05 06 09 14 17
01 02 03 10 14 17
01 02 04 10 14 17
01 02 05 10 14 17
01 06 07 10 14 17
03 04 05 10 14 17
06 08 09 10 14 17
07 08 09 10 14 17
01 02 03 11 14 17
08 09 10 11 14 17
01 02 04 11 14 17
01 02 05 11 14 17
03 04 05 11 14 17
06 07 08 11 14 17
06 07 09 11 14 17
06 07 10 11 14 17
01 02 03 12 14 17
08 09 10 12 14 17
01 02 04 12 14 17
01 02 05 12 14 17
03 04 05 12 14 17
06 07 08 12 14 17
06 07 09 12 14 17
06 07 10 12 14 17
01 02 11 12 14 17
03 04 11 12 14 17
05 06 11 12 14 17
07 08 11 12 14 17
09 10 11 12 14 17
01 02 03 13 14 17
08 09 10 13 14 17
01 02 04 13 14 17
01 02 05 13 14 17
03 04 05 13 14 17
06 07 08 13 14 17
06 07 09 13 14 17
06 07 10 13 14 17
01 02 11 13 14 17
03 04 11 13 14 17
05 06 11 13 14 17
07 08 11 13 14 17
09 10 11 13 14 17
01 02 12 13 14 17
03 04 12 13 14 17
05 06 12 13 14 17
07 08 12 13 14 17
09 10 12 13 14 17
01 11 12 13 14 17
01 02 03 04 15 17
06 07 08 09 15 17
01 02 03 05 15 17
01 02 03 06 15 17
01 07 08 09 15 17
02 07 08 09 15 17
03 07 08 09 15 17
04 05 06 07 15 17
04 05 06 08 15 17
04 05 06 09 15 17
01 02 03 10 15 17
01 02 04 10 15 17
01 02 05 10 15 17
01 06 07 10 15 17
03 04 05 10 15 17
06 08 09 10 15 17
07 08 09 10 15 17
01 02 03 11 15 17
08 09 10 11 15 17
01 02 04 11 15 17
01 02 05 11 15 17
03 04 05 11 15 17
06 07 08 11 15 17
06 07 09 11 15 17
06 07 10 11 15 17
01 02 03 12 15 17
08 09 10 12 15 17
01 02 04 12 15 17
01 02 05 12 15 17
03 04 05 12 15 17
06 07 08 12 15 17
06 07 09 12 15 17
06 07 10 12 15 17
01 02 11 12 15 17
03 04 11 12 15 17
05 06 11 12 15 17
07 08 11 12 15 17
09 10 11 12 15 17
01 02 03 13 15 17
08 09 10 13 15 17
01 02 04 13 15 17
01 02 05 13 15 17
03 04 05 13 15 17
06 07 08 13 15 17
06 07 09 13 15 17
06 07 10 13 15 17
01 02 11 13 15 17
03 04 11 13 15 17
05 06 11 13 15 17
07 08 11 13 15 17
09 10 11 13 15 17
01 02 12 13 15 17
03 04 12 13 15 17
05 06 12 13 15 17
07 08 12 13 15 17
09 10 12 13 15 17
01 11 12 13 15 17
01 02 03 14 15 17
08 09 10 14 15 17
01 02 04 14 15 17
01 02 05 14 15 17
03 04 05 14 15 17
06 07 08 14 15 17
06 07 09 14 15 17
06 07 10 14 15 17
01 02 11 14 15 17
03 04 11 14 15 17
05 06 11 14 15 17
07 08 11 14 15 17
09 10 11 14 15 17
01 02 12 14 15 17
03 04 12 14 15 17
05 06 12 14 15 17
07 08 12 14 15 17
09 10 12 14 15 17
01 11 12 14 15 17
01 02 13 14 15 17
03 04 13 14 15 17
05 06 13 14 15 17
07 08 13 14 15 17
09 10 13 14 15 17
11 12 13 14 15 17
01 02 03 04 16 17
06 07 08 09 16 17
01 02 03 05 16 17
01 02 03 06 16 17
01 07 08 09 16 17
02 07 08 09 16 17
03 07 08 09 16 17
04 05 06 07 16 17
04 05 06 08 16 17
04 05 06 09 16 17
01 02 03 10 16 17
01 02 04 10 16 17
01 02 05 10 16 17
01 06 07 10 16 17
03 04 05 10 16 17
06 08 09 10 16 17
07 08 09 10 16 17
01 02 03 11 16 17
08 09 10 11 16 17
01 02 04 11 16 17
01 02 05 11 16 17
03 04 05 11 16 17
06 07 08 11 16 17
06 07 09 11 16 17
06 07 10 11 16 17
01 02 03 12 16 17
08 09 10 12 16 17
01 02 04 12 16 17
01 02 05 12 16 17
03 04 05 12 16 17
06 07 08 12 16 17
06 07 09 12 16 17
06 07 10 12 16 17
01 02 11 12 16 17
03 04 11 12 16 17
05 06 11 12 16 17
07 08 11 12 16 17
09 10 11 12 16 17
01 02 03 13 16 17
08 09 10 13 16 17
01 02 04 13 16 17
01 02 05 13 16 17
03 04 05 13 16 17
06 07 08 13 16 17
06 07 09 13 16 17
06 07 10 13 16 17
01 02 11 13 16 17
03 04 11 13 16 17
05 06 11 13 16 17
07 08 11 13 16 17
09 10 11 13 16 17
01 02 12 13 16 17
03 04 12 13 16 17
05 06 12 13 16 17
07 08 12 13 16 17
09 10 12 13 16 17
01 11 12 13 16 17
01 02 03 14 16 17
08 09 10 14 16 17
01 02 04 14 16 17
01 02 05 14 16 17
03 04 05 14 16 17
06 07 08 14 16 17
06 07 09 14 16 17
06 07 10 14 16 17
01 02 11 14 16 17
03 04 11 14 16 17
05 06 11 14 16 17
07 08 11 14 16 17
09 10 11 14 16 17
01 02 12 14 16 17
03 04 12 14 16 17
05 06 12 14 16 17
07 08 12 14 16 17
09 10 12 14 16 17
01 11 12 14 16 17
01 02 13 14 16 17
03 04 13 14 16 17
05 06 13 14 16 17
07 08 13 14 16 17
09 10 13 14 16 17
11 12 13 14 16 17
01 02 03 15 16 17
08 09 10 15 16 17
01 02 04 15 16 17
01 02 05 15 16 17
03 04 05 15 16 17
06 07 08 15 16 17
06 07 09 15 16 17
06 07 10 15 16 17
01 02 11 15 16 17
03 04 11 15 16 17
05 06 11 15 16 17
07 08 11 15 16 17
09 10 11 15 16 17
01 02 12 15 16 17
03 04 12 15 16 17
05 06 12 15 16 17
07 08 12 15 16 17
09 10 12 15 16 17
01 11 12 15 16 17
01 02 13 15 16 17
03 04 13 15 16 17
05 06 13 15 16 17
07 08 13 15 16 17
09 10 13 15 16 17
11 12 13 15 16 17
01 02 14 15 16 17
03 04 14 15 16 17
05 06 14 15 16 17
07 08 14 15 16 17
09 10 14 15 16 17
11 12 14 15 16 17
01 13 14 15 16 17
01 02 03 04 05 18
05 06 07 08 09 18
01 02 03 04 06 18
01 02 03 05 06 18
01 02 07 08 09 18
01 03 07 08 09 18
02 03 07 08 09 18
04 05 06 07 08 18
04 05 06 07 09 18
04 05 06 08 09 18
01 02 03 04 10 18
06 07 08 09 10 18
01 02 03 05 10 18
01 02 03 06 10 18
01 07 08 09 10 18
02 07 08 09 10 18
03 07 08 09 10 18
04 05 06 07 10 18
04 05 06 08 10 18
04 05 06 09 10 18
01 02 03 04 11 18
06 07 08 09 11 18
01 02 03 05 11 18
01 02 03 06 11 18
01 07 08 09 11 18
02 07 08 09 11 18
03 07 08 09 11 18
04 05 06 07 11 18
04 05 06 08 11 18
04 05 06 09 11 18
01 02 03 10 11 18
01 02 04 10 11 18
01 02 05 10 11 18
01 06 07 10 11 18
03 04 05 10 11 18
06 08 09 10 11 18
07 08 09 10 11 18
01 02 03 04 12 18
06 07 08 09 12 18
01 02 03 05 12 18
01 02 03 06 12 18
01 07 08 09 12 18
02 07 08 09 12 18
03 07 08 09 12 18
04 05 06 07 12 18
04 05 06 08 12 18
04 05 06 09 12 18
01 02 03 10 12 18
01 02 04 10 12 18
01 02 05 10 12 18
01 06 07 10 12 18
03 04 05 10 12 18
06 08 09 10 12 18
07 08 09 10 12 18
01 02 03 11 12 18
08 09 10 11 12 18
01 02 04 11 12 18
01 02 05 11 12 18
03 04 05 11 12 18
06 07 08 11 12 18
06 07 09 11 12 18
06 07 10 11 12 18
01 02 03 04 13 18
06 07 08 09 13 18
01 02 03 05 13 18
01 02 03 06 13 18
01 07 08 09 13 18
02 07 08 09 13 18
03 07 08 09 13 18
04 05 06 07 13 18
04 05 06 08 13 18
04 05 06 09 13 18
01 02 03 10 13 18
01 02 04 10 13 18
01 02 05 10 13 18
01 06 07 10 13 18
03 04 05 10 13 18
06 08 09 10 13 18
07 08 09 10 13 18
01 02 03 11 13 18
08 09 10 11 13 18
01 02 04 11 13 18
01 02 05 11 13 18
03 04 05 11 13 18
06 07 08 11 13 18
06 07 09 11 13 18
06 07 10 11 13 18
01 02 03 12 13 18
08 09 10 12 13 18
01 02 04 12 13 18
01 02 05 12 13 18
03 04 05 12 13 18
06 07 08 12 13 18
06 07 09 12 13 18
06 07 10 12 13 18
01 02 11 12 13 18
03 04 11 12 13 18
05 06 11 12 13 18
07 08 11 12 13 18
09 10 11 12 13 18
01 02 03 04 14 18
06 07 08 09 14 18
01 02 03 05 14 18
01 02 03 06 14 18
01 07 08 09 14 18
02 07 08 09 14 18
03 07 08 09 14 18
04 05 06 07 14 18
04 05 06 08 14 18
04 05 06 09 14 18
01 02 03 10 14 18
01 02 04 10 14 18
01 02 05 10 14 18
01 06 07 10 14 18
03 04 05 10 14 18
06 08 09 10 14 18
07 08 09 10 14 18
01 02 03 11 14 18
08 09 10 11 14 18
01 02 04 11 14 18
01 02 05 11 14 18
03 04 05 11 14 18
06 07 08 11 14 18
06 07 09 11 14 18
06 07 10 11 14 18
01 02 03 12 14 18
08 09 10 12 14 18
01 02 04 12 14 18
01 02 05 12 14 18
03 04 05 12 14 18
06 07 08 12 14 18
06 07 09 12 14 18
06 07 10 12 14 18
01 02 11 12 14 18
03 04 11 12 14 18
05 06 11 12 14 18
07 08 11 12 14 18
09 10 11 12 14 18
01 02 03 13 14 18
08 09 10 13 14 18
01 02 04 13 14 18
01 02 05 13 14 18
03 04 05 13 14 18
06 07 08 13 14 18
06 07 09 13 14 18
06 07 10 13 14 18
01 02 11 13 14 18
03 04 11 13 14 18
05 06 11 13 14 18
07 08 11 13 14 18
09 10 11 13 14 18
01 02 12 13 14 18
03 04 12 13 14 18
05 06 12 13 14 18
07 08 12 13 14 18
09 10 12 13 14 18
01 11 12 13 14 18
01 02 03 04 15 18
06 07 08 09 15 18
01 02 03 05 15 18
01 02 03 06 15 18
01 07 08 09 15 18
02 07 08 09 15 18
03 07 08 09 15 18
04 05 06 07 15 18
04 05 06 08 15 18
04 05 06 09 15 18
01 02 03 10 15 18
01 02 04 10 15 18
01 02 05 10 15 18
01 06 07 10 15 18
03 04 05 10 15 18
06 08 09 10 15 18
07 08 09 10 15 18
01 02 03 11 15 18
08 09 10 11 15 18
01 02 04 11 15 18
01 02 05 11 15 18
03 04 05 11 15 18
06 07 08 11 15 18
